,artist_name,popularity,track_id,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
2759,Zwetschgenzebra,56,5CKzGtRCnjDZVusJ8dPIRD,Bremse,0.435,0.766,64229,0.122,0.823,7,0.142,-22.47,1,0.0909,81.683,4,0.829
2760,Lud Foe,56,3xraZ1L6Ylv353uTG66FSf,In and Out,0.0134,0.548,239334,0.841,0.0,7,0.176,-5.11,1,0.337,97.583,4,0.212
2761,Steven Goldmund,65,1GWebbkGjuFUAE6GtKLvsJ,Monothia,0.966,0.367,228763,0.113,0.895,9,0.0794,-25.478,0,0.0302,76.001,4,0.0754
2762,Edo Vibes,63,3QsoPGMF4htRG0IWr6tW5z,Shimbashi,0.994,0.348,182166,0.0189,0.944,9,0.113,-25.765,0,0.0454,67.563,4,0.21
2763,Kurt Vile,62,2NPAnpDzqTEeZbwRcBVZXa,Yeah Bones,0.0047,0.58,284667,0.809,0.402,0,0.235,-5.839,1,0.0305,92.313,4,0.858
2764,Wale,58,6Tz7ibuxnLWQmWPVAzyaXu,Black Bonnie (feat. Jacquees),0.297,0.579,175526,0.49,0.0,10,0.309,-8.441,0,0.544,93.139,4,0.517
2765,Michel LeBond,64,448vZRidoOl0wUKibsp0vI,Spiritual Touch,0.989,0.107,257649,0.0888,0.953,10,0.377,-25.47,1,0.0346,91.065,4,0.181
2766,Mitchell Tenpenny,57,16HAr3eu7TCbeJ0IOJLQxY,Alcohol You Later,0.0252,0.668,187369,0.595,0.0,8,0.0978,-6.977,1,0.0373,99.973,4,0.459
2767,Young Dolph,56,6ESJ3geFCgreZCZeSnaLOS,Kush on the Yacht,0.0246,0.778,220453,0.653,0.0,9,0.139,-5.749,1,0.0703,124.981,4,0.345
2768,Kim Petras,60,5SrxVnCEghPsAplJEPCHL2,All the Time,0.0111,0.477,195314,0.778,8.83e-05,5,0.198,-4.166,1,0.133,129.42,3,0.758
2769,Fuerza Regida,57,2n8FOXGNq6i8rCIZcLzKs4,El Fifty Pa Los Gringos,0.343,0.571,224250,0.708,0.0,7,0.148,-2.204,1,0.0426,114.529,4,0.92
2770,Johann Sebastian Bach,30,7DYGR6blCtKTh2u8bV0UNb,"2-Part Inventions: No. 14 in B-Flat Major, BWV 785",0.993,0.254,106800,0.0871,0.831,10,0.109,-29.432,1,0.04,97.0,4,0.384
2771,Johann Sebastian Bach,30,1WKFEZiGiu8R5lgPn14R0t,"2-Part Inventions: No. 11 in G Minor, BWV 782",0.992,0.35,95800,0.124,0.832,2,0.125,-29.366,0,0.0402,126.673,3,0.535
2772,Johann Sebastian Bach,30,0wQNit63PpdDqYCpS62H1z,"2-Part Inventions: No. 9 in F Minor, BWV 780",0.995,0.377,123400,0.0878,0.913,5,0.117,-28.484,0,0.0589,109.214,1,0.0637
2773,Kali Uchis,58,7N3c9CKUmRqrt3dDvGWBWG,Gotta Get Up - Interlude,0.605,0.488,113270,0.381,0.0872,3,0.0776,-8.095,0,0.0498,140.941,4,0.217
2774,Johann Sebastian Bach,30,2Ck6IGiZwO5hmYIWMRiY2K,"2-Part Inventions: No. 6 in E Major, BWV 777",0.991,0.272,156600,0.11,0.91,4,0.105,-25.783,1,0.0373,153.576,4,0.503
2775,Johann Sebastian Bach,29,2oaoUiTzZ3iQFO0si0Ccnb,"2-Part Inventions: No. 5 in E-Flat Major, BWV 776",0.988,0.164,94600,0.123,0.887,8,0.131,-26.978,1,0.039,176.612,4,0.552
2776,Arvo Pärt,29,2zKVf3tz71eel9wkjI5rKv,Für Alina,0.908,0.391,358400,0.000403,0.106,7,0.0663,-34.269,1,0.0764,136.304,4,0.196
2777,Arcangel,66,3AMjach3UjnwFdcx3q2hIF,Millones,0.064,0.858,334154,0.703,0.0,11,0.121,-5.318,1,0.137,129.962,4,0.293
2778,Johann Sebastian Bach,29,2r1Ajl2traOtVH8DGdiWH0,"2-Part Inventions: No. 3 in D Major, BWV 774",0.991,0.183,65800,0.265,0.886,2,0.111,-23.594,1,0.0506,183.621,3,0.328
2779,Johann Sebastian Bach,29,15ZPNFeitDx5K0KcZIaCKo,"2-Part Inventions: No. 2 in C Minor, BWV 773",0.994,0.342,120200,0.19,0.846,0,0.174,-27.278,0,0.0456,121.068,4,0.781
2780,Angus & Julia Stone,57,1D8883ZcorW3B2x8HDnrb4,Chateau - ARTY Remix,0.036,0.552,227244,0.821,0.0851,5,0.0618,-4.241,1,0.026,126.954,4,0.401
2781,DNCE,65,7BfSU2ya7PZtqrl48urKqG,DANCE,0.0819,0.778,179333,0.789,0.0,8,0.0609,-4.301,1,0.0577,130.054,4,0.941
2782,Chill Children,58,4qAF2jKvsBoErCDHOVSCaN,.clouded,0.692,0.573,64000,0.0966,0.9,6,0.111,-21.16,0,0.184,81.507,1,0.512
2783,Morbider Metzgermeister,55,0z4Ha0CZfGxNU52LEOthrH,Schwarzwurst,0.91,0.259,68000,0.32,0.932,6,0.109,-8.998,1,0.0408,74.765,4,0.229
2784,Johann Sebastian Bach,28,3hMgDG2UuhcATt42SMS0zS,"3-Part Inventions: No. 4 in D Minor, BWV 790",0.993,0.418,115800,0.131,0.928,5,0.0822,-28.156,1,0.0395,102.794,4,0.462
2785,Johann Sebastian Bach,28,3zI0pgh9r2Xcb2T4rVfxhB,"3-Part Inventions: No. 1 in C Major, BWV 787",0.992,0.331,63600,0.267,0.887,0,0.165,-24.162,1,0.0515,89.827,4,0.24
2786,Johann Sebastian Bach,28,02IMIkAiML3CfJocmqklau,"3-Part Inventions: No. 7 in E Minor, BWV 793",0.993,0.383,147800,0.067,0.891,4,0.0757,-29.56,0,0.0457,116.759,4,0.289
2787,Drew Allen,55,12wtoUYgAQQOxlQhhfLOVU,In the Building,0.364,0.76,201509,0.629,0.0,5,0.119,-8.777,1,0.115,130.046,4,0.871
2788,Johann Sebastian Bach,28,2zegL8MugvV2uLT9tp8nJQ,"3-Part Inventions: No. 13 in A Minor, BWV 799",0.993,0.402,104200,0.168,0.905,9,0.107,-26.555,0,0.0428,120.035,3,0.546
2789,Johann Sebastian Bach,28,3PYLPDSD0JEJEfZIJ1gosN,"3-Part Inventions: No. 10 in G Major, BWV 796",0.993,0.364,67600,0.267,0.817,7,0.14,-23.215,1,0.046,98.149,4,0.199
2790,Johann Sebastian Bach,28,7k1hFu1YnuBup7OgpFv4r7,"3-Part Inventions: No. 8 in F Major, BWV 794",0.989,0.333,64800,0.264,0.826,5,0.0922,-23.157,1,0.0457,95.244,4,0.404
2791,Johann Sebastian Bach,28,0tcRNLx5TQ9h7f6c9HT0wf,"3-Part Inventions: No. 15 in B Minor, BWV 801",0.993,0.377,90200,0.134,0.944,11,0.106,-25.718,0,0.0393,133.841,4,0.454
2792,Icy Narco,59,1evIaSlwudrPp9PzSKEHpw,OtherSide,0.346,0.636,174060,0.482,0.000202,1,0.0839,-9.98,0,0.0538,135.146,4,0.0947
2793,Johann Sebastian Bach,27,22VjSkLOdFVb7qXRPa0TAV,"3-Part Inventions: No. 14 in B-Flat Major, BWV 800",0.994,0.236,91200,0.128,0.842,10,0.134,-27.684,1,0.0457,137.744,4,0.162
2794,Nao,62,5PkZ0mhNgfuz7SqiuruKlh,If You Ever (feat. 6LACK),0.0895,0.488,221736,0.62,3.03e-05,0,0.122,-7.399,0,0.123,111.996,4,0.378
2795,Johann Sebastian Bach,27,1kHjFFETapgKVz2Kr3gKJX,"3-Part Inventions: No. 11 in G Minor, BWV 797",0.995,0.249,120200,0.047,0.926,7,0.234,-29.444,0,0.0395,64.468,4,0.282
2796,Johann Sebastian Bach,27,1m3wPcNEsyLZwoY6xYRq8F,"3-Part Inventions: No. 12 in A Major, BWV 798",0.99,0.28,85600,0.235,0.9,9,0.108,-24.012,1,0.0421,94.769,4,0.773
2797,Johann Sebastian Bach,27,76LrOu4ynV8TDVn5MKQ5N2,"3-Part Inventions: No. 9 in F Minor, BWV 795",0.996,0.451,222800,0.0203,0.948,5,0.0829,-30.536,0,0.0566,78.358,4,0.226
2798,Johann Sebastian Bach,25,7qGlkR8ecrh0a1BKCMBBmO,"Prelude In A Minor, BWV 931",0.81,0.359,56293,0.327,0.7,8,0.105,-17.862,1,0.0574,71.799,5,0.547
2799,Johann Sebastian Bach,26,21FJ7kEjcwHZiQdPbnGzZj,"3-Part Inventions: No. 2 in C Minor, BWV 788",0.994,0.325,135800,0.12,0.865,0,0.0846,-29.118,0,0.0554,98.304,4,0.187
2800,Johann Sebastian Bach,27,2A417bkdCLRd7w5aIjg4dr,"3-Part Inventions: No. 6 in E Major, BWV 792",0.991,0.234,69400,0.189,0.89,1,0.111,-25.61,0,0.0487,99.36,4,0.359
2801,Johann Sebastian Bach,27,3gmH3FfGARIMbhJtCkiw3F,"3-Part Inventions: No. 5 in E-Flat Major, BWV 791",0.995,0.32,145800,0.022,0.915,0,0.149,-31.646,0,0.0462,68.66,3,0.256
2802,Johann Sebastian Bach,26,5OlHd3TUVTha1OBLLVmHDB,"3-Part Inventions: No. 3 in D Major, BWV 789",0.991,0.422,65400,0.311,0.875,11,0.125,-21.627,0,0.0444,102.378,4,0.302
2803,Arvo Pärt,26,2i5Rla3aAnTxCRkj7V762S,Variationen zur Gesundung von Arinuschka,0.993,0.526,301800,0.0063,0.891,9,0.0746,-38.034,1,0.0536,104.634,4,0.181
2804,Johann Sebastian Bach,25,0ZWWQpLhCUvPJyZBVhqw4w,"Prelude & Fughetta in D Minor, BWV 899",0.821,0.3,161640,0.458,0.603,1,0.0517,-16.692,0,0.0373,106.458,3,0.636
2805,Five Finger Death Punch,55,3QFBecA7u6o4n3nC6ir2Po,Will the Sun Ever Rise,6.5e-05,0.478,236438,0.944,0.0,4,0.146,-4.71,0,0.0294,159.972,4,0.618
2806,Rudy Mancuso,63,3TqVwe3IkJGvnFpbYvh9pu,Lento,0.149,0.837,169251,0.649,7.63e-05,11,0.103,-5.26,0,0.192,164.002,4,0.948
2807,Ariana Grande,57,02Qo5DFgoGTiBGo4ZUvjXm,pete davidson,0.429,0.654,73813,0.312,8.59e-06,4,0.19,-10.212,1,0.0508,119.9,4,0.304
2808,Renee Rosnes,61,4gCaFMkA1CERmgy1ny9fhy,The Winter of My Discontent,0.897,0.487,440513,0.259,0.778,2,0.0957,-12.391,0,0.0386,111.218,4,0.108
2809,Johann Sebastian Bach,24,4NgnjS91nxwJGTBgRzWT6I,"Sonata No. 1 for Violin & Harpsichord in B Minor, BWV 1014: I. Adagio",0.85,0.257,222867,0.0674,0.00023,11,0.0844,-21.975,0,0.0369,136.831,4,0.087
2810,Christian Petzold,22,3MSnr6RX7HdBGt8qCEOVMN,"Minuet in G Minor, BWV Anh. 115 (App. D)",0.826,0.263,96067,0.355,0.0207,6,0.28,-18.476,0,0.0586,67.477,1,0.452
2811,Johann Sebastian Bach,22,4I4HbhgsFnKZLNlOPDBffH,"Polonaise in G Minor, BWV Anh. 119",0.677,0.341,47573,0.438,0.867,6,0.106,-16.823,0,0.0496,144.886,3,0.544
2812,Valentina,62,4rn8Q3lJZTZ28hgEjvXBu2,Villain,0.294,0.709,178090,0.817,0.000189,9,0.61,-6.64,0,0.15,104.041,4,0.643
2813,Johann Sebastian Bach,23,6YI5SszZKzaxtGdD6gy6Nj,"Prélude in B Minor, BWV 923",0.0616,0.168,230826,0.265,0.914,9,0.134,-16.7,0,0.032,113.347,4,0.0476
2814,Johann Sebastian Bach,23,1tE38cul5SPCsevkuonSEh,"Sonata No. 1 for Violin & Harpsichord in B Minor, BWV 1014: II. Allegro",0.867,0.529,174080,0.295,1.66e-05,11,0.292,-16.847,0,0.0414,102.721,4,0.779
2815,Johann Sebastian Bach,23,3NpQTULC57Axf6RmBFNXsn,"Goldberg Variations, BWV 988 (Arr. P. Navarro-Alonso): Aria",0.991,0.15,155627,0.00355,0.972,9,0.0927,-33.758,1,0.0438,76.158,3,0.353
2816,Johann Sebastian Bach,21,085J3uJObDUSeSvkts1Q3z,"French Suite No.4 in E Flat, BWV 815a: 1. Praeludium",0.557,0.187,106853,0.368,0.93,2,0.104,-15.8,1,0.0385,113.281,3,0.535
2817,boy pablo,60,1FeqkvjeeBU1nOQVeGIRP0,Limitado,0.228,0.459,154054,0.458,0.0326,9,0.0896,-13.39,1,0.0303,148.138,4,0.325
2818,Johann Sebastian Bach,22,2aBirnWKuY0SgWEMjtopbX,"Sonata No. 2 for Violin & Harpsichord in A Major, BWV 1015: I. Dolce",0.906,0.267,215213,0.0453,0.0,9,0.104,-21.384,1,0.0453,146.163,4,0.237
2819,Johann Sebastian Bach,21,2oK2aAXkuKHWB5eXIbzuH3,"Fugue in B Minor, BWV 951",0.614,0.202,389837,0.165,0.914,9,0.103,-21.597,0,0.0344,77.257,3,0.213
2820,Johann Sebastian Bach,11,62Lxll6GpjZs9dUGoX0oGM,"Concerto for 2 Keyboards in C Minor, BWV 1060: I. Allegro (Live)",0.989,0.535,281267,0.443,0.909,0,0.111,-12.789,0,0.0267,97.37,4,0.675
2821,Johann Sebastian Bach,10,6IzXyny0BZlVu2zoEjzLzC,"Weihnachtsoratorium, BWV 248, Pt. 6: No. 58, Als sie nun den König gehöret hatten",0.965,0.451,70320,0.0388,0.0,1,0.282,-20.881,1,0.0594,68.938,3,0.227
2822,Johann Sebastian Bach,11,6J59UBI56xj0emY1BFGtol,"Weihnachtsoratorium, BWV 248, Pt. 5: No. 50, Und ließ versammeln alle Hohepriester",0.979,0.376,78320,0.121,1.87e-06,10,0.108,-19.815,0,0.0436,119.512,4,0.167
2823,Johann Sebastian Bach,12,6LgyqJKEzPtguCHVdTnzXn,"Weihnachtsoratorium, BWV 248, Pt. 3: No. 24b, Herrscher des Himmels, erhöre das Lallen",0.928,0.439,115867,0.338,0.0181,1,0.0713,-12.277,1,0.0282,81.807,3,0.638
2824,Johann Sebastian Bach,10,6SN8cGKyYibp6GCnzV63nt,"Concerto for 3 Keyboards in D Minor, BWV 1063: II. Alla siciliana (Live)",0.979,0.355,329467,0.226,0.458,5,0.212,-19.678,1,0.0271,76.727,4,0.186
2825,Johann Sebastian Bach,12,6SznfmlJ4wENDXNJDf5UmO,"Weihnachtsoratorium, BWV 248, Pt. 4: No. 39, Flößt, mein Heiland",0.968,0.287,332960,0.0932,0.203,6,0.199,-18.685,1,0.0449,138.272,4,0.229
2826,Johann Sebastian Bach,9,6fT6SpcxeqWlTFj4KYboqa,"Partita for Violin Solo No. 1 in B Minor, BWV 1002: 5. Sarabande",0.988,0.291,260640,0.0406,0.0316,8,0.108,-19.376,1,0.0482,78.888,3,0.219
2827,Johann Sebastian Bach,9,6o46WzLu70oigEdUbd5ntJ,"Partita for Violin Solo No. 3 in E Major, BWV 1006: 1. Preludio",0.981,0.466,238947,0.257,0.796,8,0.0745,-16.95,1,0.0818,117.055,4,0.883
2828,Johann Sebastian Bach,6,6sQpFKXvZXFYyP07egNS0s,"Toccata and Fugue in D Minor, BWV 538 ""Dorian"": Fugue",0.76,0.19,577347,0.24,0.899,2,0.0683,-14.809,0,0.036,65.686,3,0.14
2829,Johann Sebastian Bach,9,724PhQ7xK2paAmVycATA1x,"Keyboard Partita No. 2 in C Minor, BWV 826: II. Allemande (Live)",0.994,0.371,211933,0.14,0.896,0,0.12,-23.615,0,0.0354,115.258,4,0.518
2830,Johann Sebastian Bach,11,7KKiTb8xpkShp9GGQK6e1F,"Weihnachtsoratorium, BWV 248, Pt. 6: No. 56, Du Falscher, suche nur den Herrn zu fallen",0.936,0.339,43467,0.0781,0.0,5,0.103,-15.304,0,0.0351,82.117,1,0.217
2831,Johann Sebastian Bach,10,7s5nvHfalODMtMMbUzKkY7,"Weihnachtsoratorium, BWV 248, Pt. 6: No. 62, Nun mögt ihr stolzen Feinde schrecken",0.988,0.433,250520,0.21,0.0196,10,0.235,-15.789,0,0.0317,94.554,4,0.331
2832,Johann Sebastian Bach,10,7vufGbIlPf3w28Ya31VWzV,"Concerto for 3 Keyboards in C Major, BWV 1064: II. Adagio (Live)",0.974,0.336,379147,0.196,0.939,9,0.102,-17.956,0,0.0323,127.402,4,0.247
2833,Johann Sebastian Bach,5,01gYjF6l3NPOSBAZrHsvmn,"Was bist du doch, o Seele, BWV 506",0.938,0.303,153240,0.0598,0.0,9,0.118,-18.384,0,0.0501,100.508,3,0.141
2834,Johann Sebastian Bach,6,05S2a3yndseQedr7QO5KoO,"Prelude & Fugue In D Minor (Well-Tempered Clavier, Book I, No.6), BWV 851: 1. Prelude",0.512,0.277,48867,0.47,0.116,6,0.0595,-16.123,0,0.0373,84.863,4,0.664
2835,Johann Sebastian Bach,4,08IE1Yt63o16DfLKavyKHB,"Trio Sonata in E Minor, BWV 528: III. Andante",0.99,0.192,340707,0.00906,0.985,0,0.0701,-37.682,0,0.0438,71.536,4,0.195
2836,Johann Sebastian Bach,2,09r28HNALvw0wnR5kgYel2,"Partita on ""Sei gegrüßet, Jesu gütig"", BWV 768: Variation IX à 2 Clav. e Ped.",0.99,0.187,94400,0.0123,0.981,8,0.111,-35.06,0,0.0517,133.954,3,0.324
2837,Johann Sebastian Bach,8,09wLsNyDQ8Xo7xMP8fkoWj,"Cantata ""Ich hatte viel Bekümmernis"", BWV 21: III. Aria ""Seufzer, Tränen, Kummer, Not""",0.983,0.264,247667,0.0129,0.173,0,0.139,-26.269,0,0.048,112.2,3,0.0397
2838,Johann Sebastian Bach,5,0BXXTdoh4g0mahmReZRhMx,"Prelude In D Major, BWV 925",0.973,0.331,83000,0.337,0.968,0,0.0583,-19.041,1,0.0578,126.408,4,0.51
2839,Johann Sebastian Bach,5,0CewCUe6Q7L2F79mvYdD5x,"Meine Seel erhebt den Herren, BWV 10: IV. Gewaltige stößt Gott vom Stuhl (Arie)",0.795,0.395,154453,0.23,0.446,1,0.185,-22.638,0,0.0375,89.165,4,0.825
2840,Johann Sebastian Bach,6,0Fqogq7UlswyohBtv8T0xK,"Prelude and Fugue in G Major, BWV 541: I. Prelude",0.819,0.225,184200,0.233,0.274,8,0.251,-15.598,1,0.0329,81.329,3,0.574
2841,Johann Sebastian Bach,7,0GtlbJqM9zoBjiE1CaxgHJ,"Wer nur den lieben Gott lässt walten, BWV 93: II. Was helfen uns die schweren Sorgen? (Rezitativ)",0.868,0.194,122253,0.118,0.0369,6,0.133,-25.059,0,0.052,171.827,4,0.0646
2842,Johann Sebastian Bach,8,0H8wd4U61qCcjsaP3NcWOI,"Jesu, meine Freude, BWV 753 (Fragment)",0.753,0.149,125000,0.00286,0.859,2,0.106,-24.355,0,0.0493,68.262,4,0.124
2843,Johann Sebastian Bach,3,0NjQkPjeOZH7LYWov3dMeY,"15 Three-part Inventions, BWV 787/801: Sinfonia 1 In C Major, BWV 787",0.675,0.28,68067,0.636,0.0935,9,0.346,-19.785,0,0.0402,152.336,4,0.972
2844,Johann Sebastian Bach,5,0QLOxV6RSXpnMEsGdW10Ax,"O wie selig seid ihr doch, BWV 495",0.912,0.332,112840,0.071,2.28e-05,2,0.113,-17.264,0,0.0519,78.013,4,0.239
2845,Johann Sebastian Bach,4,0RQdCdEBgce5ikxLMB9ftv,"15 Two-part Inventions, BWV 772/786: Inventio 15 In B Minor, BWV 786",0.809,0.434,72240,0.492,0.00985,9,0.0908,-19.782,1,0.0525,160.966,4,0.752
2846,Johann Sebastian Bach,6,0VlKlX4SXBqOSToxmOLq4e,"Georg Christian Schemelli: Musicalisches Gesang-Buch (Leipzig, 1736): Komm, süßer Tod, komm, sel'ge Ruh!, BWV 478",0.99,0.226,196747,0.115,0.0211,0,0.113,-17.076,0,0.046,172.647,4,0.0564
2847,Johann Sebastian Bach,6,0XVlKNCYRdedoTIUrYvp9S,"Jesu, meines Glaubens Zier, BWV 472",0.934,0.398,116573,0.236,0.0,5,0.186,-16.663,1,0.0533,78.684,3,0.299
2848,Johann Sebastian Bach,5,0XwhpK6MUiOYrWYx6TVjdV,"Prelude & Fugue In E Flat Minor (Well-Tempered Clavier, Book I, No. 8), BWV 853: 1. Prelude in E-Flat Minor, BWV 853",0.811,0.343,193787,0.267,0.0413,2,0.0589,-17.871,0,0.0468,118.308,3,0.296
2849,Johann Sebastian Bach,8,0Z6r8PS7lo2s6eOYFkpGi0,"Partita on ""O Gott, du frommer Gott"", BWV 767: Partita III",0.992,0.144,89680,0.0168,0.94,11,0.135,-29.886,1,0.0449,140.391,3,0.438
2850,Johann Sebastian Bach,8,0ZPPka0dPrsubB0BfOhSAd,"Partita on ""O Gott, du frommer Gott"", BWV 767: Partita VI",0.985,0.258,61773,0.032,0.813,1,0.106,-21.814,0,0.0328,69.724,4,0.342
2851,Johann Sebastian Bach,3,0ZjA1ikqQYwPJUTxhRTb0J,"Schübler Chorales, BWV 645-650: No. 3, Wer nur den lieben Gott läßt walten, BWV 647",0.986,0.118,254427,0.00974,0.901,1,0.132,-27.097,0,0.0437,47.078,4,0.236
2852,Johann Sebastian Bach,4,0ZxTztQLUjFZno9UmFucpH,"15 Two-part Inventions, BWV 772/786: Inventio 5 In E-Flat Major, BWV 776",0.728,0.349,98333,0.581,0.000758,8,0.201,-17.817,1,0.0365,168.508,4,0.969
2853,Johann Sebastian Bach,2,0aWHSZwlf1lf1T0icZy9QD,"Concerto in C Major after Vivaldi, BWV 594: II. Recitativo. Adagio",0.844,0.0886,184587,0.0162,0.918,10,0.119,-32.034,0,0.0484,78.069,5,0.129
2854,Johann Sebastian Bach,2,0eeoJLtfWYQD8MzgSqPIXz,"Fantasia and Fugue in G Minor, BWV 542: I. Fantasia",0.347,0.134,320520,0.156,0.866,8,0.0691,-14.328,1,0.0358,99.114,4,0.103
2855,Johann Sebastian Bach,6,0fF09rOwUE1J4OtwyOkhY1,"Prelude & Fugue In C Major (Well-Tempered Clavier, Book I, No. 1), BWV 846a: 1. Prelude in C Major, BWV 846a",0.724,0.0828,97773,0.537,0.959,11,0.0876,-18.543,1,0.0482,156.862,4,0.896
2856,Johann Sebastian Bach,3,0fifXY7a3z9oNrH5wSSJcd,"Trio Sonata in G Major, BWV 530: I. Vivace",0.896,0.333,240440,0.11,0.448,8,0.13,-21.334,1,0.0365,93.866,4,0.45
2857,Johann Sebastian Bach,3,0gW0lMZ263T1Xz66znzS2h,"Concerto in C Major after Vivaldi, BWV 594: I. ‒",0.95,0.263,418600,0.058,0.935,1,0.107,-24.462,1,0.0473,103.584,4,0.389
2858,Johann Sebastian Bach,6,0h7bD22X6tGbHKZGmoEBpL,"Prelude & Fugue In E Major (Well-Tempered Clavier, Book I, No.9), BWV 854: 1. Prelude in E Major, BWV 854",0.529,0.248,89587,0.416,0.000175,0,0.0909,-18.996,0,0.0566,114.951,3,0.274
2859,Johann Sebastian Bach,2,0hpQtNIsCRMVzhWy52CU8c,"Clavierübung, Pt. 3: III. Christe, aller Welt Trost, BWV 670",0.101,0.0642,312760,0.0785,0.876,2,0.296,-21.564,1,0.0484,75.268,3,0.121
2860,Johann Sebastian Bach,2,0jnc65obf5mXTY1sjGmOkz,"18 Chorale Preludes, BWV 651 - 668: I. Fantasia super. Komm, Heiliger Geist, BWV 651",0.624,0.168,375973,0.309,0.958,4,0.142,-15.997,1,0.0351,71.27,4,0.121
2861,Johann Sebastian Bach,2,0ncz1qHer8XrM7GVR3Pxv7,"Schübler Chorales, BWV 645-650: No. 6, Kommst du nun, Jesu, vom Himmel herunter auf Erden, BWV 650",0.971,0.153,224453,0.0481,0.715,8,0.0647,-25.928,1,0.0457,169.244,3,0.527
2862,Johann Sebastian Bach,2,0qt5ELTsplA6OtJZN2ynjW,"Das Orgelbüchlein, BWV 599-644: Christ lag in Todesbanden, BWV 625",0.728,0.207,82880,0.238,0.939,10,0.102,-15.593,0,0.0338,70.43,4,0.383
2863,Johann Sebastian Bach,8,0rKrdn11NAgZIp3zmGDszr,"French Suite No.1 in D minor, BWV 812: 6. Gigue",0.567,0.426,193027,0.337,0.602,2,0.0531,-15.442,0,0.0302,77.818,4,0.491
2864,Johann Sebastian Bach,3,0rdqkIqoQX4NbInEwJpeE3,"15 Three-part Inventions, BWV 787/801: Sinfonia 13 In A Minor, BWV 799",0.696,0.375,71533,0.459,0.000469,9,0.136,-18.44,0,0.0372,87.496,4,0.968
2865,Johann Sebastian Bach,8,0wSk8XI9QvTqXS7exfe4T5,"Wer nur den lieben Gott läßt walten, BWV 691",0.97,0.216,82213,0.062,0.847,9,0.111,-27.21,0,0.0413,63.998,3,0.0399
2866,Johann Sebastian Bach,10,0xlYNAAPTb7e99mlI2rtqx,"Auf, auf! mein Herz, mit freuden, BWV 441",0.895,0.483,115480,0.164,0.0,0,0.145,-15.475,1,0.0508,90.582,1,0.694
2867,Johann Sebastian Bach,8,0yw4xoBtX8uWkue5SWplgO,"Der Tag mit seinem Lichte, BWV 448",0.927,0.318,163920,0.189,0.0,0,0.28,-14.468,0,0.0452,69.587,3,0.149
2868,Johann Sebastian Bach,2,10TFm09Iqm8COONfY8fgoR,"Das Orgelbüchlein, BWV 599-644: Komm, Gott Schöpfer, heiliger Geist, BWV 631",0.704,0.131,53453,0.434,0.684,1,0.0642,-15.6,1,0.0404,146.114,3,0.386
2869,Johann Sebastian Bach,7,11mZX5w786hJCABN9uII4f,"Allemande in G Minor, BWV 837 (Fragment)",0.674,0.287,82507,0.311,0.731,9,0.107,-19.996,1,0.0545,50.911,3,0.272
2870,SOB X RBE,55,2aJwDd0YDt8TM19arsfFVd,"Intro (Gangin) (feat. DaBoii, Slimmy B, Yhung T.O. & Lul G)",0.223,0.762,230600,0.586,0.0,2,0.377,-8.252,1,0.251,94.062,4,0.268
2871,Yhung T.O.,62,7dzRAH1JBpC1cRaeHDggsq,Down Chick PT. II (with G-Eazy),0.0102,0.74,197734,0.644,0.0,2,0.0963,-6.395,1,0.0721,95.984,4,0.23
2872,iKON,70,7qPQjlV2lTwmpO932t463G,GOODBYE ROAD,0.0607,0.579,239104,0.852,0.0,4,0.41,-3.358,1,0.0521,79.01,4,0.64
2873,Kodak Black,57,4mIyyOZEkPJZzei19Ux2dS,Mama (feat. Jadakiss & TXS),0.237,0.503,251606,0.612,0.0,5,0.131,-5.398,1,0.193,109.737,5,0.344
2874,Brothers Osborne,57,1IxMWIX1soqNONa7H0LD6U,Pushing Up Daisies (Love Alive),0.152,0.606,219013,0.633,0.000765,9,0.196,-7.19,1,0.032,142.016,4,0.535
2875,Leavv,60,2hribPPxctXu08Excszxpy,Meadow,0.946,0.716,123000,0.0271,0.936,3,0.0685,-14.894,1,0.11,82.007,4,0.169
2876,Monsta X,63,3TM7sUA8tMzndo6G8E526g,Jealousy,0.00701,0.695,207030,0.852,0.0,6,0.14,-4.528,0,0.127,102.988,4,0.496
2877,Lucas & Steve,55,5xABeOAK58A97f7xurrU4c,I Could Be Wrong,0.146,0.764,177273,0.796,0.0,1,0.102,-4.895,1,0.0441,123.038,4,0.55
2878,Quinn Lewis,57,4cyU7rrxR7HzC3SVNaix59,Weekend Luv,0.411,0.637,187713,0.442,0.0,9,0.0914,-7.983,1,0.0889,84.814,4,0.7
2879,Zasterzug,56,4yJl1GXwOM4a0uLXpdBToX,Endhaltestelle,0.84,0.487,66000,0.248,0.925,3,0.165,-16.126,1,0.0916,111.52,4,0.383
2880,Stadiumx,62,5VIHM44vAtlPVGwKJBR29p,Do It Again,0.0176,0.575,194099,0.954,0.0506,1,0.0611,-3.093,0,0.0442,124.978,4,0.0882
2881,ODIE,59,4bsk2DaGmyhLhCeSXxmDuX,Story,0.482,0.754,193202,0.367,6.73e-05,4,0.153,-12.631,0,0.0952,86.989,4,0.826
2882,Young Nudy,57,1KXs8AxtoOF2sUzSsbYC93,One Dolla,0.0375,0.877,163360,0.546,1.05e-05,1,0.108,-4.953,1,0.158,141.016,4,0.624
